Id;Code;Name;Parallel;SubjectId
4897;2.3.3;Рисунки и фотографии. Ввод изображений с помощью инструментов графического редактора, сканера, графического планшета, использование готовых графических объектов. Геометрические и стилевые преобразования. Использование примитивов и шаблонов;9;27
4898;2.3.3;Арифметические действия в позиционных системах счисления;11;27
4899;2.3.3.;Картины быта, труда, духовно-нравственные и культурные традиции людей в разные исторические времена;3;63
4900;2.3.3.2;Линейный  угол двугранного угла;11;13
4901;2.3.4.;Великая греческая колонизация. Греко-персидские войны;5;11
4902;2.3.5;Империя Александра Македонского. Эллинистический мир;5;11
4903;2.3.8;Окислительно-восстановительные реакции;10;86
4904;2.4;Биологические приборы;6;9
4905;2.4;Основные сферы жизни общества  их взаимодействие;8;61
4906;2.4;Получение и применение кислорода;8;86
4907;2.4, 5.3, 5.4;"Атмосфера. Состав, строение, циркуляция. Распределение тепла и влаги на Земле. Погода и климат. Изучение элементов погоды; Население России; хозяйство России";9;12
4908;2.4.1;"Компьютерные энциклопедии и справочники; информация в компьютерных сетях, некомпьютерных источниках информации. Компьютерные и некомпьютерные каталоги, поисковые машины, формулирование запросов";9;27
4909;2.4.1.;Аудирование с извлечением  запрашиваемой информации в несложном аутентичном тексте, содержащего некоторое количество незнакомых языковых явлений. (Объем текста до 1 минуты звучания);8;58
4910;2.6;Характерные химические свойства кислот;11;86
4911;2.6.1;Виды последовательностей. Примеры числовых последовательностей;9;3
4912;2.6.2;Опорные или ключевые слова в художественном тексте;2;45
4913;2.6.2;Ввод математических формул и вычисления по ним;11;27
4914;2.6.2.1;внутренняя политика первых царей Романовых;11;11
4915;2.7;Выборочный пересказ художественного текста;3;45
4916;2.7;Приемы работы с информационными источниками, включая СМИ и ресурсы Интернета;9;87
4917;2.7.01.;Хромосомы, их строение (форма и размеры) и функции. Число хромосом и их видовое постоянство;10;9
4918;2.7.02;Соматические и половые клетки. Жизненный цикл клетки: интерфаза и митоз.  Митоз – деление соматических клеток;10;9
4919;2.7.1;Географическая оболочка Земли. Территориальные комплексы: природные, природно-антропогенные. Географическая оболочка — крупнейший природный комплекс Земли. Географическая оболочка как окружающая человека среда.;7;12
4920;2.7.2;Публицистический стиль;10;75
4921;2.8;Получение и применение водорода;8;86
4922;2.9;Изложение содержания прослушанного или прочитанного текста;9;75
4923;20;Генетика пола;10;9
4924;21;Лексические единицы, обслуживающие ситуации в рамках тематики начальной и основной школы;8;4
4925;21;Разноаспектный анализ текста;8;75
4926;21;Основные периоды жизни и творчества А.С. Пушкина, М.Ю. Лермонтова, Н.В. Гоголя;9;44
4927;21;От сословно-представительных монархий к абсолютизму. Изменение в идеологических и правовых основах государственности Нового времени (таблица);10;11
4928;21;Реакции окислительно-восстановительные;11;86
4929;21.5;Наследственная изменчивость, ее виды;10;9
4930;22;Культура России в XVII–XIX вв.;9;32
4931;22;Решение комбинированных задач на проценты;9;48
4932;23;Задание с изображением биологического объекта;11;9
4933;23;Формулирование выводов и необходимая аргументация на основе прочитанного текста;11;57
4934;23;"Приказ Министерства труда и социальной защиты РФ от 24 июля 2015 г. № 514н «Об утверждении профессионального стандарта «Педагог-психолог (психолог в сфере образования)»; ОТФ 3.1, ТФ 3.1.7 Психологическая профилактика (профессиональная деятельность, направленная на сохранение и укрепление психологического здоровья обучающихся в процессе обучения и воспитания в образовательных организациях)";11;73
4935;23.12;Направления эволюции;11;9
4936;23.5;Свидетельства эволюции живой природы;11;9
4937;24;Элементы астрофизики: Солнечная система, звезды, галактики;11;77
4938;25;Реформация и контрреформация в Европе. Религиозные войны во Франции, движение гуситов, протестантизм в Англии (Тринадцатилетняя война);7;11
4939;25;Циклы развития растений.;10;9
4940;25;Природно-хозяйственное районирование России. Регионы России.;11;12
4941;25;"Грамматические навыки 5.2.1 Склонения существительных в единственном и множественном числе. Определенный/неопределенный/ нулевой артикль. 5.2.2  Управление глаголов. Предлоги, требующие Akkusativ, Dativ, Akkusativ и Dativ  . 5.2.3  Глаголы в наиболее употребительных временны́х формах действительного и страдательного залогов в изъявительном наклонении: Präsens, Perfekt, Futurum, Präteritum. Спряжение различных типов глаголов в Präsens, Präteritum; эквиваленты модальных глаголов: haben/sein + zu + Infinitiv . 5.2.4  Склонение прилагательных.5.2.5  Степени сравнения прилагательных и наречий  5.2.6  Числительные (количественные, порядковые)  5.2.7  Местоимения: личные, притяжательные, указательные, неопределенные, неопределенно-личные (man). 5.2.8  Употребление Konjunktiv для выражения нереального желания (условия). 5.2.9  Согласование времен. Plusquamperfekt при согласовании времен. 5.2.10 Возвратные глаголы в основных временны́х формах: Präsens, Perfekt, Futur, Präteritum (sich waschen).5.2.11 	Повелительное наклонение глаголов. 5.2.12 Модальные глаголы wollen, können, műssen, sollen. 5.2.13 Местоименные наречия (worüber, darüber, womit, damit)";11;58
4942;19;Анализ программы духовно-нравственного развития, воспитания обучающихся;100;70
4943;2;Заполнять несложные готовые таблицы;2;48
4944;2;Арифметические действия;4;48
4945;2;Методы изучения живых существ: наблюдение, измерение, эксперимент, описание по плану;5;9
4946;2;Завершение объединения русских земель. Свержение золотоордынского ига;7;32
4947;2;Знание дорожных знаков;8;8
4948;2;Методы изучения живых организмов / организма человека;8;9
4949;2;Биологическое и социальное в человеке (потребности и способности);8;61
4950;2;Политическая география. Столицы и крупные города;10;12
4951;2;Параллелепипед и его виды;11;13
4952;2;Понимание в прослушанном тексте запрашиваемой информации;11;30
4953;2;Чтение и заполнение несложных готовых таблиц;11;53
4954;2;Математика, информатика. Решать задачи с использованием основных формул комбинаторики;100;48
4955;2, 3, 4, 5;"Признаки живых организмов; Система, многообразие и эволюция живой природы; Человек и его здоровье; Взаимосвязи организмов и окружающей среды";9;9
4956;2.01.1;Роль экономики в жизни общества;10;91
4957;2.01.3.;Различение однокоренных слов и слов с омонимичными корнями;-1;75
4958;2.02.1.;Выделение в словах с однозначно выделяемыми морфемами окончания, корня, приставки, суффикса;3;75
4959;2.02.4;Диффузия;7;77
4960;2.02.4;Диффузия;8;77
4961;2.05.2.;Виды теплопередачи (теплопроводность, излучение, конвекция);8;77
4962;2.06.1;Финансовые институты;10;91
4963;2.08.4.;УДЕЛЬНАЯ ТЕПЛОТА ПАРООБРАЗОВАНИЯ;8;77
4964;2.1;Делить тексты на смысловые части, составлять план текста;10;53
4965;2.1;Понимание  основного  содержания  сообщений, несложных  публикаций  научно-познавательного характера,  отрывков  из  произведений  художественной литературы;11;30
4966;2.1;Размещение информации на официальном сайте образовательной организации;11;70
4967;2.1, 2.2;Уравнения. Неравенства;11;48
4968;2.1, 2.2, 3.1–3.6;Молекулярная физика, электродинамика (расчетная задача);11;77
4969;2.1.;Традиционное общество: социальные связи, экономическая жизнь, политические отношения.;10;11
4970;2.1.01.;Петр I. Преобразования первой четверти XVIII в. Абсолютизм;9;31
4971;2.1.02;Особенности строения и жизнедеятельности клеток разных организмов;9;9
4972;2.1.02.;Создание регулярной армии и флота. Северная война. ОБРАЗОВАНИЕ РОССИЙСКОЙ ИМПЕРИИ;8;31
4973;2.1.04.;Многообразие клеток;9;9
4974;2.1.05.;Просвещенный абсолютизм Екатерины II. Законодательное оформление сословного строя;7;32
4975;2.1.1;"Сложение, вычитание, умножение и деление. Названия компонентов арифметических 	действий, знаки действий. Алгоритмы письменного сложения, вычитания, умножения и  деления многозначных чисел. Деление с остатком";3;48
4976;2.1.1;Аудирование с пониманием основного содержания небольших текстов (сообщений, рассказов, сказок) в аудиозаписи, построенных в основном на знакомом языковом материале;4;4
4977;2.1.1;Понимание основного содержания несложных звучащих аутентичных текстов;5;58
4978;2.1.1;"Соединение блоков и устройств компьютера, других средств ИКТ; простейшие операции по управлению (включение и выключение, понимание сигналов о готовности и неполадке и т. д.); использование различных носителей информации, расходных материалов. Гигиенические, эргономические и технические условия безопасной эксплуатации средств ИКТ";9;27
4979;2.1.1;Равномерное  прямолинейное движение;9;77
4980;3.5;Наличие в соответствии с пунктом 2 статьи 40 Федерального закона «О санитарно-эпидемиологическом благополучии населения» санитарно-эпидемиологического заключения о соответствии санитарным правилам зданий, строений, сооружений, помещений, оборудования и иного имущества, которые предполагается использовать для осуществления образовательной деятельности, учитывающего в том числе требования статьи 17 Федерального закона «О санитарно-эпидемиологическом благополучии населения», а также статьи 41 Федерального закона «Об образовании в Российской Федерации»;100;70
4981;3.5, 3.6, 4.1.8;Характерные химические свойства предельных одноатомных и многоатомных спиртов, фенола. Характерные химические свойства альдегидов, карбоновых кислот, сложных эфиров. Основные способы получения органических кислородсодержащих соединений (в лаборатории);11;86
4982;3.5.1;Способы регуляции функций организма, их отличия;8;9
4983;3.5.1;Характерные химические свойства предельных одноатомных и многоатомных спиртов, фенола;10;86
4984;3.5.1.;НАБЛЮДЕНИЕ ЗА ИСПОЛЬЗОВАНИЕМ В РЕЧИ СИНОНИМОВ И АНТОНИМОВ;2;75
4985;3.5.1.;Характерные химические свойства предельных одноатомных и многоатомных спиртов, фенола;10;86
4986;3.5.2;Методы решения систем линейных уравнений с двумя переменными;9;3
4987;3.5.2;Предложение;11;61
4988;3.5.2;Закон сохранения энергии в колебательном контуре;11;77
4989;3.6.;Электродинамика, квантовая физика;11;77
4990;3.6.3;Информационный анализ исторического текста, иллюстраций, перечня понятий (терминов);6;11
4991;3.6.8;Ход луча, прошедшего линзу под произвольным углом к её главной оптической оси. Построение изображений точки и отрезка прямой в собирающих и рассеивающих линзах и их системах;11;77
4992;3.7;Отклоняющееся поведение;7;61
4993;3.7.1;Наследственные болезни человека, их причины, профилактика;11;9
4994;3.7.7.3;Строение и работа сердца;8;9
4995;3.8.01.;"Селекция, её задачи и практическое значение. Вклад Н.И.Вавилова в развитие селекции: учение о центрах многообразия и происхождения культурных растений; закон гомологических рядов в наследственной изменчивости";10;9
4996;3.8.2;Этапы дыхания;9;9
4997;3.9;Персидская держава;5;11
4998;3.9.1;Взаимосвязь органических соединений;10;86
4999;3.9.3;Ферменты и их функции;9;9
5000;30;Системно–деятельностный подход в образовании;11;23
5001;32;Земля как планета, современный облик планеты Земля. Форма, размеры, движение Земли;11;12
5002;34;Формулирование выводов и необходимая аргументация на основе прочитанного текста;11;23
5003;34;Расчёты с использованием понятий «растворимость», «массовая доля вещества в растворе». Расчёты массы (объёма, количества вещества) продуктов реакции, если одно из веществ дано в избытке (имеет примеси). Расчеты массы (объема, количества вещества) продукта реакции, если одно из веществ дано в виде раствора с определенной массовой долей растворенного вещества. Расчёты массовой или объёмной доли выхода продукта реакции от теоретически возможного. Расчёты массовой доли (массы) химического соединения в смеси;11;86
5004;34.1;Строение биосферы;11;9
5005;34.4;Функции вещества в биосфере;11;9
5006;39;Решение коммуникативной задачи. Организация текста. Языковое оформление текста.;11;30
5007;3-9;Полное понимание прослушанного текста;11;30
5008;4;Общие вопросы по ПДД;1;8
5009;4;Владение лексическими навыками (значение слов, лексическая сочетаемость);5;30
5010;4;Словообразующие и формообразующие морфемы;5;75
5011;3;Talent show;3;4
5012;3;Фонетика и орфоэпия;3;75
5013;3;Вспомогательные слова и глаголы-связки в вопросах во временах Present Simple, Present Continuous, Future Simple, Past Simple;4;4
5014;3;Единицы измерения;4;48
5015;3;Реакция систем организма на физические нагрузки, дозировка упражнений;6;78
5016;3;Равенство буквенных выражений, тождество. Преобразование выражений;7;3
5017;3;Методы изучения животных;7;9
5018;3;Образование централизованных государств. Сословнопредставительная монархия;7;11
5019;3;Земная поверхность: формы рельефа суши, дна Мирового океана;7;12
5020;3;Работа в текстовом редакторе: создание и редактирование таблиц;7;27
5021;3;Социальные нормы;7;61
5022;3;Грамматика и лексика;8;30
5023;3;Объяснение написания суффиксов;9;75
5024;3;Программная и аппаратная организация компьютеров и компьютерных систем. Виды программного обеспечения;10;27
5025;3;Определение приёма игры на музыкальном инструменте по звучанию фрагмента музыкального произведения;11;57
5026;3;Лучшие советские образцы оружия и техники в годы Великой Отечественной войны 1941-1945 гг;11;68
5027;3;Трудовая деятельность в образовательной организации;11;76
5028;3;Общие представления о промышленных способах получения важнейших веществ;11;86
5029;3;Сравнительная характеристика клеток растений, животных, бактерий, грибов;100;9
5030;3;Систематизация исторической информации (множественный выбор);100;11
5031;3,4;Планирование и методическое обеспечение физкультурно-спортивной деятельности в образовательной организации;11;78
5032;3.01.0.;Модернизация как процесс перехода от традиционного к индустриальному обществу. Великие географические открытия и начало европейской колониальной экспансии;10;11
5033;3.02.1;Многообразие социальных общностей, групп;10;61
5034;3.03.1;Закон сохранения электрического заряда;8;77
5035;3.05.1.;Буржуазные революции XVII – XIX вв.;10;11
5036;3.06.4;Удельное сопротивление;8;77
5037;3.1;Ценность здоровья и здорового образа жизни;2;63
5038;3.1;Обязанности участников дорожного движения. Пешеходы;3;8
5039;3.1;Общественные ценности;7;61
5040;3.1;Строение вещества;7;77
5041;3.1;Общие сведения о лицензионном контроле;11;70
5042;3.1;Теория строения органических соединений: гомология и изомерия (структурная и пространственная). Взаимное влияние атомов в молекулах;11;86
5043;3.1, 3.2.1;Химические свойства простых веществ. Химические свойства оксидов: оснόвных, амфотерных, кислотных;9;86
5044;3.1.1;Классификация и номенклатура неорганических соединений (тривиальная и международная);10;86
5045;3.1.1.;Ценность здоровья и здорового образа жизни;1;63
5046;3.1.1.2;"Способы решения (в 1-2 действия; в 3-4 действия) учебных задач и задач, связанных с повседневной жизнью";3;48
5047;3.1.11;Сталинградская битва. Битва на Курской дуге. Коренной перелом в ходе войны;9;32
5048;3.1.11.;Энергия заряженного конденсатора;10;77
5049;3.1.14;1945–2012 гг.;9;32
5050;3.1.2;Образование варварских королевств. Священная Римская империя;6;11
5051;3.1.2;Теорема Виета. Теорема, обратная теореме Виета;8;3
5052;3.1.2;Разнообразие стран мира;10;12
5053;3.1.2;Разработка и программная реализация алгоритмов решения типовых задач базового уровня;11;27
5054;2.1.1;Модели строения атома. Ядро и нуклоны. Изотопы;11;86
5055;2.1.1.;Понимание основного содержания несложных звучащих аутентичных текстов;8;6
5056;2.1.1.6.2;Возобновляемые источники энергии;11;38
5057;2.1.1.8;Россия и страны изучаемого языка;11;38
5058;2.1.1.9;Окружающий мир;8;87
5059;2.1.10;Внешняя политика Александра I. Отечественная война 1812 г.;8;32
5060;2.1.10.1.5;Формы действительного залога прошедшего времени Past Simple;9;4
5061;2.1.10.1.7;Формы действительного залога прошедшего времени  Past Perfect;9;4
5062;2.1.11.;Консерваторы. Славянофилы и западники. Русский утопический социализм;10;32
5063;2.1.12;Алгоритм перевода чисел из системы с основанием q в десятичную систему счисления;8;27
5064;2.1.12;Использование свойств функций при решении  задач из разных учебных предметов;11;3
5065;2.1.1-2.1.6;Квадратные уравнения. Рациональные уравнения. Иррациональные уравнения. Тригонометрические уравнения. Показательные уравнения. Логарифмические уравнения;11;48
5066;2.1.13, 2.1.14, 2.2.1–2.2.4, 2.2.5, 2.2.11;"Насыщенные и ненасыщенные пары. Качественная зависимость плотности и давления насыщенного пара от
температуры, их независимость от объема насыщенного пара. Влажность воздуха. Относительная влажность. Тепловое равновесие и температура. Внутренняя энергия. Теплопередача как способ изменения внутренней энергии без совершения работы. Конвекция, теплопроводность, излучение. Количество теплоты. Удельная теплоемкость вещества с: Q = cmΔT. Удельная теплота парообразования r: Q = rm. Удельная теплота плавления λ: Q = λm. Удельная теплота сгорания топлива q: Q = qm. Уравнение теплового баланса";11;77
5067;2.1.14;Арифметические действия в позиционных системах счисления;8;27
5068;2.1.16;Внешняя политика Николая I. Крымская война 1853-56 гг.;8;31
5069;2.1.16.;Внешняя политика Николая I. Крымская война 1853-56 гг.;10;32
5070;2.1.19;Потенциальная энергия;10;77
5071;2.1.2;Арифметические действия с  обыкновенными дробями;7;48
5072;2.1.2.1;Сумма бесконечно убывающей геометрической прогрессии;11;3
5073;2.1.3;Культура и быт Петровской эпохи;8;32
5074;2.1.3;Лексическая сочетаемость;11;4
5075;2.1.32;Модальный глагол can;2;4
5076;2.1.5;Производная функции;11;3
5077;2.1.5;Показательные уравнения;11;48
5078;2.1.6;Экономическое развитие России в XVIII в. Кризис крепостничества;8;31
5079;2.1.6;Россия в войнах второй половины XVIII в. А.В. Суворов, Ф.Ф. Ушаков;9;32
5080;2.1.6;Логарифмические уравнения;11;48
5081;2.1.9;Основные приёмы решения систем уравнений: подстановка, алгебраическое сложение, введение новых переменных;10;3
5082;2.10.1;Плавление;8;77
5083;2.10.3.;Изменение внутренней энергии при изменении агрегатного состояния;8;77
5084;2.11;Химические свойства простых веществ-металлов: щелочных и щелочноземельных. Ряд напряжений металлов;8;86
5085;2.11.2;Первые попытки реформ и XX съезд КПСС;11;11
5086;2.12;Россия и мир в 1960-1990-е гг.;11;11
5087;2.1–2 2.2;Россия в XVIII – середине XIX в. Россия во второй половине XIX – начале ХХ в.;9;11
5088;2.1–2.5;Лексическое значение слова. Синонимы. Антонимы. Омонимы. Фразеологические обороты. Группы слов по происхождению и употреблению. Лексический анализ;9;75
5089;2.13.6.1;Президентство Д.А. Медведева;11;11
5090;2.16;Рациональное экономическое поведение собственника, работника, потребителя, семьянина, гражданина;10;61
5091;2.16.1;Рациональное экономическое поведение собственника, работника, потребителя, семьянина, гражданина;10;91
5092;2.4.2;Понятие арифметического действия деление с остатком;3;48
5093;2.4.2;Лирика Ф.И. Тютчева;10;44
5094;2.4.2.;Распределение тепла и влаги на Земле. Погода и климат. Изучение элементов погоды;7;12
5095;2.4.3;Первые русские князья;9;11
5096;2.4.3.2;Правление Ярослава Владимировича;9;11
5097;2.4.4.;Раздел Римской империи на Западную и Восточную. Падение Западной Римской империи;5;11
5098;2.5;Мораль. Гуманизм. Патриотизм, гражданственность;8;61
5099;2.5;Свойства и график функции  x в третьей степени;9;3
5100;2.5;Лексический анализ;9;75
5101;2.5;Реакции ионного обмена и условия их осуществления;9;86
5102;2.5;Дискретные математические объекты (списки, графы, деревья);10;27
5103;2.5;Функционально-смысловые типы текста;11;75
5104;2.5.1;Решение алгоритмических задач, связанных с анализом графов;10;27
5105;2.5.2;Выражение отношения в процентах;6;48
5106;2.5.2;Лирика А.А. Фета;10;44
5107;2.5.2.5;расширение территории России в XVI в;11;11
5108;2.5.3;Фотосинтез, его значение, космическая роль. Фазы фотосинтеза. Световые и темновые реакции фотосинтеза, их взаимосвязь;10;9
5109;2.5.3.2;Культура поведения в общественных местах;2;53
5110;2.5.4;Закон Архимеда;8;77
5111;2.5.5;Портрет героя;3;45
5112;2.6;Генетическая информация в клетке. Гены, генетический код и его свойства. Матричный характер реакций биосинтеза. Биосинтез белка и нуклеиновых кислот.;11;9
5113;2.6.01.;Гены, генетический код и его свойства;10;9
5114;2.6.2.;Европейское сословное общество;10;11
5115;2.6.2.1;Формула общего члена арифметической прогрессии;9;50
5116;2.6.4;Прописная (заглавная) буква в именах собственных;2;53
5117;2.7;Решение текстовых задач арифметическим способом;4;48
5118;2.7;М.Е. Салтыков-Щедрин;10;44
5119;2.7.03.;Мейоз. Фазы митоза и мейоза. Развитие половых клеток у растений и животных;11;9
5120;2.7.2;Соматические и половые клетки. Жизненный цикл клетки: интерфаза и митоз.  Митоз – деление соматических клеток;10;9
5121;2.7.3;Культура и быт России XVIII в;11;32
5122;2.7.4;Новгород и Псков;10;11
5123;2.7.4.11.1;начало промышленного переворота и его последствия;10;32
5124;2.7.4.6;Отечественная война 1812 года;10;32
5125;2.8;Современные средства связи и коммуникации, их влияние на нашу жизнь;9;61
5126;2.8;Ценные бумаги;11;61
5127;2.8.2.6;Политический терроризм;10;32
5128;2.8.4;Удельная теплота парообразования;8;77
5129;2.8.5;Опричнина. Завершение царствования Ивана IV. А. Курбский;8;11
5130;2.9.3;Россия на рубеже XIX–XX вв.;11;11
5131;20;Культурное наследие Нового времени;8;11
5132;20;"Приказ Министерства труда и социальной защиты РФ от 24 июля 2015 г. № 514н «Об утверждении профессионального стандарта «Педагог-психолог (психолог в сфере образования)»;  ОТФ 3.1, ТФ 3.1.2 Психологическая экспертиза (оценка) комфортности и безопасности образовательной среды образовательных организаций, 3.1.7 Психологическая профилактика (профессиональная деятельность, направленная на сохранение и укрепление психологического здоровья обучающихся в процессе обучения и воспитания в образовательных организациях)";11;73
5133;20;Проектная деятельность;11;76
5134;21;Один из периодов истории России с древнейших времён до 1914 г. Соотнесение общих исторических процессов и отдельных фактов (анализ исторической ситуации);9;31
5135;4;Наиболее употребительные глаголы в Présent de l’Indicatif в активном залоге;5;82
5136;4;"""Устанавливать логическую последовательность основных фактов текста 
""";6;4
5137;4;Особенности строения и жизнедеятельности растительной клетки;7;9
5138;4;Литературные роды и жанры;7;44
5139;4;Текстовые задачи;8;48
5140;4;Революции 1830-1840-х гг. в Европе. Формирование идеологии либерализма, социализма, консерватизма;9;11
5141;4;Начало объединения русских земель. Иван Калита;9;32
5142;4;Числовые последовательности;9;48
5143;4;Применение информации из текста физического содержания;9;77
5144;4;Социальные отношения;10;61
5145;4;Характерные химические свойства предельных одноатомных и многоатомных спиртов, фенола;10;86
5146;4;Схема моногибридного скрещивания - Наследование групп крови человека – Генотип – Наследование пола;11;51
5147;4;№ 273-ФЗ «Об образовании в Российской Федерации», ст. 79;11;97
5148;4;"№ 273-ФЗ «Об образовании в
Российской Федерации», ст. 79";100;73
5149;4.01.02.;Строение и процессы жизнедеятельности организма человека;9;9
5150;4.02.02.;Нейро-гуморальная регуляция процессов жизнедеятельности.;9;9
5151;4.03.03;Регуляция пищеварения. Заболевания органов пищеварения;8;9
5152;4.04.01.;Система органов дыхания, строение и функции.;9;9
5153;4.07.02.;Биологическая ценность пищи. Витамины. Нормы питания;8;9
5154;4.1;Произведения устного народного творчества разных народов России;3;45
5155;4.1;Вид;9;9
5156;4.1;Социальная структура общества;9;61
5157;4.1;Электрический заряд и его делимость;10;77
5158;4.1;М.А. Шолохов;11;44
5159;4.1;Производная;11;48
5160;4.1;"Определять значение синтаксической конструкции и
осуществлять типовые (регулярные) преобразования одной
конструкции в другую";11;75
5161;4.1.1;Электрический заряд;10;77
5162;4.1.1;"Понятие о производной функции, геометрический смысл
производной";11;48
5163;4.1.1;Правила работы в лаборатории. Лабораторная посуда и оборудование. Правила безопасности при работе с едкими, горючими и токсичными веществами, средствами бытовой химии;11;86
5164;4.1.1.;"Части речи; ДЕЛЕНИЕ ЧАСТЕЙ РЕЧИ НА САМОСТОЯТЕЛЬНЫЕ И СЛУЖЕБНЫЕ";4;75
5165;4.1.1.;Великие географические открытия и их последствия;7;11
5166;4.1.2;Поэтика басен. Понятие аллегории как явления искусства и литературного приёма. Аллегория как средство раскрытия определённых качеств человека. Изобразительно-выразительные средства в басне (сравнение, гипербола, фразеологизм, крылатые выражения). Лексическое значение слова в тексте художественного произведения.  Устаревшие слова и обороты в басне.;6;44
5167;4.1.3;Реформация и Контрреформация. М. Лютер. Ж. Кальвин. И. Лойола. Утверждение абсолютизма;7;11
5168;4.1.3;Примеры графических зависимостей, отражающих реальные процессы;7;48
5169;4.1.4;РЕЛИГИОЗНЫЕ ВОЙНЫ. Тридцатилетняя война в Европе. Вестфальский мир;7;11
5170;4.1.4, 4.1.5;Качественные реакции на неорганические вещества и ионы. Качественные реакции органических соединений;11;86
5171;4.1.4.;Качественные реакции на неорганические вещества и ионы;10;86
5172;4.1.6.1;Экономико-географическое положение;10;12
5173;4.1.9.2;Абсолютная и относительная высота;7;12
5174;4.1.9.6.2;Разнообразие  гор  по возрасту  и  строению. Крупнейшие горные системы мира;5;12
5175;4.14;"Соблюдение санитарно-гигиенических норм и правил здорового образа жизни. Переливание крови. Профилактические прививки. Уход за кожей, волосами, ногтями. Укрепление здоровья: аутотренинг, закаливание, двигательная активность, сбалансированное питание, рациональная организация труда и отдыха, чистый воздух. Факторы риска: несбалансированное питание, гиподинамия, курение, употребление алкоголя и наркотиков, стресс, вредные условия труда, и др. Инфекционные заболевания: грипп, гепатит, ВИЧ- инфекция и другие инфекционные заболевания (кишечные, мочеполовые, органов дыхания). Предупреждение инфекционных заболеваний. Профилактика: отравлений, вызываемых ядовитыми растениями и грибами; заболеваний, вызываемых паразитическими животными и животными переносчиками возбудителей болезней; травматизма; ожогов; обморожений; нарушения зрения и слуха";9;9
5176;2.3.01.;Химический состав клетки. Макро- и микроэлементы;10;9
5177;2.3.1;Аудирование с пониманием запрашиваемой информации текста аудиозаписи, построенного, в основном, на знакомом языковом материале;4;58
5178;2.3.1;Масштаб на плане и на карте;6;48
5179;2.3.1.;Гидросфера, ее состав и строение. Мировой океан и его части, взаимодействие с атмосферой и сушей;8;12
5180;2.3.1.2;Нахождение неизвестного компонента арифметического действия;3;48
5181;2.3.2;Базы данных. Поиск данных в готовой базе. Создание записей в базе данных;11;27
5182;2.3.2.1;Родство;3;63
